antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'Occupation_Other-service'}),frozenset({'Workclass_Private'}),0.09834783968311878,0.6967217386772294,0.0820347110022411,0.8341282458929519,1.197218630606528,1.0,0.013513633143069179,1.8283900291248192,0.182698694831474,0.11505006943936848,0.45307074307407924,0.47593605592074284
frozenset({'Occupation_Sales'}),frozenset({'Workclass_Private'}),0.11137749517902747,0.6967217386772294,0.08870589461614635,0.7964436125409452,1.143130131195625,1.0,0.01110677252549959,1.489898033210944,0.1409023022767762,0.12330652756647104,0.32881312834217474,0.4618812916085935
frozenset({'Relationship_Husband'}),frozenset({'Workclass_Private'}),0.4065252514723511,0.6967217386772294,0.2642414134570282,0.6499999999999999,0.9329406044284857,1.0,-0.018993566564986186,0.8665093180650586,-0.10803205591708868,0.3149459560193812,-0.15405567967004685,0.5146319569120287
frozenset({'Relationship_Not-in-family'}),frozenset({'Workclass_Private'}),0.255277010475843,0.6967217386772294,0.18621983634752698,0.7294814209881585,1.0470197504862204,1.0,0.008362793764472326,1.121099565252023,0.06030185685336033,0.24317702307221126,0.10801856410032587,0.49838074640072194
frozenset({'Relationship_Own-child'}),frozenset({'Workclass_Private'}),0.1541668838275916,0.6967217386772294,0.11669359462135821,0.7569303583502366,1.086417024660831,1.0,0.009282175274548138,1.2477011084739293,0.09404117833274524,0.15894086746645844,0.1985259985677932,0.46220994278972033
frozenset({'Relationship_Unmarried'}),frozenset({'Workclass_Private'}),0.10590503987074582,0.6967217386772294,0.07640589982800855,0.7214566929133859,1.0355019125470626,1.0,0.0026195563145812173,1.088801107787756,0.03834574656957681,0.10521027702023827,0.08155861263604297,0.41556078212395803
frozenset({'Race_Black'}),frozenset({'Workclass_Private'}),0.09542919685203523,0.6967217386772294,0.06645124302913431,0.6963407973784818,0.9994532375299917,1.0,-3.6352922187260495e-05,0.9987454972697717,-0.0006044092201332481,0.09156851479459925,-0.0012560784841160642,0.39585890856356765
frozenset({'Race_White'}),frozenset({'Workclass_Private'}),0.8543284515557409,0.6967217386772294,0.5960806796268306,0.6977183992191313,1.001430500135957,1.0,0.0008514754574896477,1.0032971260550665,0.009806010464418898,0.6241881787916825,0.0032862907402424115,0.7766344838704872
frozenset({'Workclass_Private'}),frozenset({'Race_White'}),0.6967217386772294,0.8543284515557409,0.5960806796268306,0.8555505685218431,1.0014305001359567,1.0,0.0008514754574896477,1.008460517660722,0.004710053144535285,0.6241881787916825,0.008389537827764863,0.7766344838704872
frozenset({'Sex_Female'}),frozenset({'Workclass_Private'}),0.3268358784593735,0.6967217386772294,0.23510710376817637,0.7193430074948175,1.0324681541594152,1.0,0.007393442265862027,1.080601123156304,0.046715389427955605,0.29818878900052875,0.07458915360080126,0.5283953218204189
frozenset({'Sex_Male'}),frozenset({'Workclass_Private'}),0.6731641215406264,0.6967217386772294,0.461614634909053,0.6857386187674203,0.9842360022658956,1.0,-0.007393442265862027,0.9650510035094617,-0.046715389427955605,0.5082343489986803,-0.036214662606892656,0.6741454913106999
frozenset({'Workclass_Private'}),frozenset({'Sex_Male'}),0.6967217386772294,0.6731641215406264,0.461614634909053,0.6625523638539796,0.9842360022658956,1.0,-0.007393442265862027,0.9685528759133021,-0.05016205832315659,0.5082343489986803,-0.03246815415941509,0.6741454913106999
frozenset({'Native-country_***********'}),frozenset({'Workclass_Private'}),0.09886902590295513,0.6967217386772294,0.07458174805858134,0.7543489720611493,1.0827119783765162,1.0,0.005697548430150412,1.2345898320371158,0.08477495140851651,0.1034407980338297,0.1900143885439543,0.43069782534834844
frozenset({'Native-country_Un***********'}),frozenset({'Workclass_Private'}),0.8909678428102361,0.6967217386772294,0.6157294001146609,0.6910792629423808,0.9919013927345496,1.0,-0.005027264433587253,0.98173487546161,-0.0696667837352265,0.6334924124617942,-0.01860494619772148,0.7874157535537756
frozenset({'Workclass_Private'}),frozenset({'Native-country_Un***********'}),0.6967217386772294,0.8909678428102361,0.6157294001146609,0.8837522441651704,0.9919013927345496,1.0,-0.005027264433587253,0.9379291359798981,-0.026215809733549717,0.6334924124617942,-0.06617862868206302,0.7874157535537756
frozenset({'Income_<=50K'}),frozenset({'Workclass_Private'}),0.7574399332881638,0.6967217386772294,0.5435972272893105,0.717677010940618,1.0300769605713371,1.0,0.015872360025216303,1.0742244630279858,0.12037740295773353,0.5969892965485663,0.06909585992741644,0.7489492176187231
frozenset({'Workclass_Private'}),frozenset({'Income_<=50K'}),0.6967217386772294,0.7574399332881638,0.5435972272893105,0.7802214242968282,1.0300769605713371,1.0,0.015872360025216303,1.1036565594975578,0.0962770980177508,0.5969892965485663,0.09392102878883596,0.7489492176187231
frozenset({'Income_>50K'}),frozenset({'Workclass_Private'}),0.24256006671183614,0.6967217386772294,0.1531245113879189,0.6312849162011174,0.9060789712111639,1.0,-0.01587236002521633,0.8225274057087264,-0.12037740295773376,0.19477592150623177,-0.21576496182319332,0.42553174595214455
frozenset({'Workclass_Self-emp-not-inc'}),frozenset({'Marital-status_Married-civ-spouse'}),0.0782821702194194,0.46124980455516756,0.051701673007765674,0.6604527296937417,1.4318764434614488,1.0,0.015594037293904114,1.5866721442316436,0.32723216321467974,0.105982905982906,0.3697500749379725,0.3862715625869838
frozenset({'Workclass_Self-emp-not-inc'}),frozenset({'Race_White'}),0.0782821702194194,0.8543284515557409,0.07192369833741596,0.918774966711052,1.07543529076897,1.0,0.0050450130694364576,1.7934316865842401,0.07610133864365534,0.08356545961002786,0.4424097625348672,0.5014811876014996
frozenset({'Workclass_Self-emp-not-inc'}),frozenset({'Sex_Male'}),0.0782821702194194,0.6731641215406264,0.06540887058946161,0.8355525965379493,1.241231625098609,1.0,0.012712122241412369,1.9874797143561898,0.21085476583910334,0.09534300691331764,0.4968502104566471,0.4663594509478226
frozenset({'Workclass_Self-emp-not-inc'}),frozenset({'Native-country_Un***********'}),0.0782821702194194,0.8909678428102361,0.07025590243393964,0.8974700399467377,1.007297903273358,1.0,0.000509006103039833,1.0634175331105544,0.007860355428706533,0.07814945793959069,0.05963559104113563,0.4881617529362235
frozenset({'Workclass_Self-emp-not-inc'}),frozenset({'Income_<=50K'}),0.0782821702194194,0.7574399332881638,0.05613175587637463,0.7170439414114514,0.9466677288833358,1.0,-0.0031622859122750827,0.8572358122380659,-0.05760091380339482,0.07200160449257922,-0.1665401581732876,0.39557557285256395
frozenset({'Education_Bachelors'}),frozenset({'Race_White'}),0.1639130661385313,0.8543284515557409,0.1430656173450774,0.8728139904610492,1.02163750823427,1.0,0.003030021361192209,1.1453425496429868,0.02533138762115564,0.16347070033349215,0.1268987602776928,0.5201368634589287
frozenset({'Education_Bachelors'}),frozenset({'Sex_Male'}),0.1639130661385313,0.6731641215406264,0.11612028977953823,0.7084260731319555,1.0523823989766825,1.0,0.005779894603363214,1.1209365733421264,0.05953335689506261,0.1610641220270368,0.10788886384672788,0.4404626494492233
frozenset({'Education_Bachelors'}),frozenset({'Native-country_Un***********'}),0.1639130661385313,0.8909678428102361,0.1454630739563246,0.8874403815580286,0.996040865806019,1.0,-0.0005781969895341799,0.9686613965022809,-0.004731641432194044,0.15995185970542725,-0.032352485203683105,0.5253522469357853
frozenset({'Education_HS-grad'}),frozenset({'Race_White'}),0.32334393078647,0.8543284515557409,0.27539479856152604,0.8517085751128305,0.9969334084120228,1.0,-0.0008471211472255158,0.9823329201610694,-0.004525348335444849,0.3052218114602588,-0.01798481907338883,0.5870304710605636
frozenset({'Education_HS-grad'}),frozenset({'Sex_Male'}),0.32334393078647,0.6731641215406264,0.2192630426851514,0.6781108961960026,1.0073485417553967,1.0,0.0015995095617842015,1.0153679469013288,0.0107808604040013,0.28210286327365386,0.015135347681821535,0.5019154666796055
frozenset({'Education_HS-grad'}),frozenset({'Native-country_Un***********'}),0.32334393078647,0.8909678428102361,0.2968155521967999,0.9179561573178594,1.0302910085087902,1.0,0.00872650769819644,1.3289499080654121,0.0434496059106671,0.32350602135878204,0.2475261904673844,0.6255472509315241
frozenset({'Education_HS-grad'}),frozenset({'Income_<=50K'}),0.32334393078647,0.7574399332881638,0.2719028508886225,0.8409090909090908,1.1101990454326516,1.0,0.02698924552458598,1.524663276474398,0.14669286863694933,0.3361469072164948,0.3441174747040666,0.5999426071073356
frozenset({'Education_Some-college'}),frozenset({'Race_White'}),0.22353676968780944,0.8543284515557409,0.19028508886225048,0.8512473770109583,0.9963935714195495,1.0,-0.0006887334509080301,0.979287259055529,-0.00463986949931268,0.21438637698179686,-0.021150832662162136,0.536988988651892
frozenset({'Education_Some-college'}),frozenset({'Sex_Male'}),0.22353676968780944,0.6731641215406264,0.1397821441601084,0.6253205875495453,0.928927385669954,1.0,-0.010694789038815183,0.8723080788501887,-0.08969844505441406,0.18467258830820077,-0.146383971724904,0.4164850073083744
frozenset({'Education_Some-college'}),frozenset({'Native-country_Un***********'}),0.22353676968780944,0.8909678428102361,0.20623338718924272,0.9225926789461414,1.03549492430182,1.0,0.00706931371172656,1.4085509704424635,0.04414661260042304,0.22706145636081945,0.2900505406021102,0.5770319346763465
frozenset({'Education_Some-college'}),frozenset({'Income_<=50K'}),0.22353676968780944,0.7574399332881638,0.17928805962370356,0.8020517603170904,1.0588981714170518,1.0,0.009972383703917537,1.2253711732945418,0.07163523978558091,0.22363801846313874,0.18392074026729976,0.5193772184919931
frozenset({'Marital-status_Divorced'}),frozenset({'Race_White'}),0.13717621306092667,0.8543284515557409,0.11747537395111274,0.8563829787234043,1.0024048446050486,1.0,0.0002818322564908521,1.0143055965748415,0.0027804926548245603,0.13440667859272512,0.014103832832185288,0.49694453963012575
frozenset({'Marital-status_Divorced'}),frozenset({'Native-country_Un***********'}),0.13717621306092667,0.8909678428102361,0.12847240318965966,0.9365501519756838,1.051160442583062,1.0,0.006252808553888489,1.7183990282841808,0.056408321147223855,0.14279921214227784,0.4180629856393141,0.540372180404338
frozenset({'Marital-status_Divorced'}),frozenset({'Income_<=50K'}),0.13717621306092667,0.7574399332881638,0.12326054099129619,0.8985562310030395,1.1863069155890262,1.0,0.019357799321704935,2.391079009683718,0.18201609983506825,0.1597972972972973,0.5817787718640565,0.5306446606057653
frozenset({'Occupation_Craft-repair'}),frozenset({'Marital-status_Married-civ-spouse'}),0.12909782665346328,0.46124980455516756,0.08047115234273206,0.6233346790472345,1.351403670833818,1.0,0.020924805030325212,1.4303153634692922,0.29857388923513883,0.15782479811918632,0.30085348620289143,0.3988989779416963
frozenset({'Occupation_Exec-managerial'}),frozenset({'Marital-status_Married-civ-spouse'}),0.12498045551675614,0.46124980455516756,0.07505081565643404,0.6005004170141784,1.3018984747176319,1.0,0.017403604976114456,1.34856259778362,0.2650123096471895,0.1468189233278956,0.2584697205428115,0.38160614071047905
frozenset({'Marital-status_Married-civ-spouse'}),frozenset({'Relationship_Husband'}),0.46124980455516756,0.4065252514723511,0.4062646583624329,0.8807909604519775,2.166632840793858,1.0,0.21875496557407065,4.978437463952319,0.9994508352671484,0.8802936194240544,0.7991337629043727,0.9400749674054759
frozenset({'Relationship_Husband'}),frozenset({'Marital-status_Married-civ-spouse'}),0.4065252514723511,0.46124980455516756,0.4062646583624329,0.9993589743589744,2.1666328407938575,1.0,0.21875496557407065,840.4503048939415,0.9072910585893134,0.8802936194240544,0.9988101616547974,0.9400749674054759
frozenset({'Marital-status_Married-civ-spouse'}),frozenset({'Race_White'}),0.46124980455516756,0.8543284515557409,0.4117371136707145,0.8926553672316384,1.0448620382548466,1.0,0.017678282364710085,1.3570454776123084,0.07969528166608071,0.45554146003921114,0.26310502006205577,0.6872988890819002
frozenset({'Sex_Male'}),frozenset({'Marital-status_Married-civ-spouse'}),0.6731641215406264,0.46124980455516756,0.4100171991452546,0.6090895013936203,1.3205198037558636,1.0,0.09952037965108956,1.3781932114013575,0.7426432264494817,0.5660119433052738,0.27441233077676236,0.7490080275329682
frozenset({'Marital-status_Married-civ-spouse'}),frozenset({'Sex_Male'}),0.46124980455516756,0.6731641215406264,0.4100171991452546,0.8889265536723163,1.3205198037558636,1.0,0.09952037965108956,2.9425203706667897,0.45052874848260627,0.5660119433052738,0.6601552838958273,0.7490080275329682
frozenset({'Marital-status_Married-civ-spouse'}),frozenset({'Native-country_Un***********'}),0.46124980455516756,0.8909678428102361,0.4086621149736801,0.8859887005649718,0.9944115354045109,1.0,-0.0022966283874805704,0.9563276423482764,-0.010323622461626056,0.43310870525850637,-0.045666731481781145,0.6723304134588532
frozenset({'Income_>50K'}),frozenset({'Marital-status_Married-civ-spouse'}),0.24256006671183614,0.46124980455516756,0.2080054203366863,0.8575418994413407,1.8591702174667801,1.0,0.09612463697296346,3.781815097436273,0.6101152246790468,0.41953116787553874,0.7355767074181102,0.654251175709371
frozenset({'Relationship_Own-child'}),frozenset({'Marital-status_Never-married'}),0.1541668838275916,0.3244384218481263,0.1360296033772867,0.8823529411764705,2.719631467044649,1.0,0.08601194288701945,5.74227341429092,0.7475506808799063,0.3970789593792789,0.8258529457146226,0.6508150248051027
frozenset({'Marital-status_Never-married'}),frozenset({'Race_White'}),0.3244384218481263,0.8543284515557409,0.26762912388596444,0.8248995983935743,0.965553232941527,1.0,-0.009547850676733582,0.831931549601388,-0.050160025372878295,0.2937306944285551,-0.20202196981126672,0.5690810827497398
frozenset({'Marital-status_Never-married'}),frozenset({'Native-country_Un***********'}),0.3244384218481263,0.8909678428102361,0.28962318236305834,0.892690763052209,1.0019337625435936,1.0,0.0005589815242758589,1.0160556564465284,0.0028569273115361016,0.3128412993300681,0.01580194583304638,0.6088782858841039
frozenset({'Marital-status_Never-married'}),frozenset({'Income_<=50K'}),0.3244384218481263,0.7574399332881638,0.30948037733882316,0.9538955823293173,1.259367958312297,1.0,0.0637377607380612,5.261102492268919,0.3048588045715827,0.40067476383265854,0.8099257709825118,0.6812414676251279
frozenset({'Occupation_?'}),frozenset({'Native-country_Un***********'}),0.057382602803981865,0.8909678428102361,0.050919893678011155,0.8873751135331517,0.995967610608984,1.0,-0.0002061601570891719,0.9681000408542746,-0.004276814532784382,0.056739648063186016,-0.03295109781998992,0.4722631636691789
frozenset({'Occupation_?'}),frozenset({'Income_<=50K'}),0.057382602803981865,0.7574399332881638,0.05138896127586386,0.8955495004541325,1.1823373195633002,1.0,0.007925086436114635,2.322248986519403,0.1636058080852828,0.06731294374658657,0.569382953419304,0.48169754662147896
frozenset({'Occupation_Adm-clerical'}),frozenset({'Race_White'}),0.11507791733986554,0.8543284515557409,0.094178349924428,0.8183876811594203,0.9579309686679964,1.0,-0.004135989004798876,0.8021016931793619,-0.047281149235118586,0.1076043589590901,-0.24672470897824808,0.4643121909945467
frozenset({'Occupation_Adm-clerical'}),frozenset({'Sex_Female'}),0.11507791733986554,0.3268358784593735,0.07671861155991036,0.6666666666666666,2.039759740604901,1.0,0.03910701935486024,2.0194923646218794,0.5760351021850523,0.21007563864706721,0.5048260555383502,0.45069898474459147
frozenset({'Occupation_Adm-clerical'}),frozenset({'Native-country_Un***********'}),0.11507791733986554,0.8909678428102361,0.10512326054099129,0.9134963768115941,1.025285462526122,1.0,0.0025925367735966237,1.2604345710732903,0.027868979742043463,0.11668402175170658,0.20662284028874583,0.5157420462589705
frozenset({'Occupation_Adm-clerical'}),frozenset({'Income_<=50K'}),0.11507791733986554,0.7574399332881638,0.09959868661072602,0.8654891304347826,1.1426505157677131,1.0,0.012434076577877429,1.8032748393930444,0.14107657043889196,0.12886041807147675,0.44545336176454103,0.4984914860183271
frozenset({'Occupation_Craft-repair'}),frozenset({'Relationship_Husband'}),0.12909782665346328,0.4065252514723511,0.07901183092719029,0.6120306822769479,1.505517012929205,1.0,0.026530304482357138,1.529695059420381,0.38555002376407094,0.17303960735075904,0.34627493640535695,0.40319482831796116
frozenset({'Occupation_Craft-repair'}),frozenset({'Race_White'}),0.12909782665346328,0.8543284515557409,0.11627664564548913,0.9006863140896245,1.0542623419007824,1.0,0.0059846993014243954,1.4667822174651615,0.05909904530605008,0.13409063589373724,0.31823553074691424,0.518394645575803
frozenset({'Occupation_Craft-repair'}),frozenset({'Sex_Male'}),0.12909782665346328,0.6731641215406264,0.12242664303955804,0.9483245861929754,1.408756877925412,1.0,0.03552261796757536,6.324784929248979,0.3331652136119143,0.1800827966881325,0.841891857005999,0.5650960187081322
frozenset({'Occupation_Craft-repair'}),frozenset({'Native-country_Un***********'}),0.12909782665346328,0.8909678428102361,0.11601605253557096,0.8986677432377876,1.0086421754608617,1.0,0.000994040410644978,1.0759866667691043,0.009838221164057012,0.12832929782082322,0.0706204538735331,0.514440627980403
frozenset({'Occupation_Craft-repair'}),frozenset({'Income_<=50K'}),0.12909782665346328,0.7574399332881638,0.09975504247667692,0.7727089220831652,1.0201586794199196,1.0,0.0019711932686307526,1.067178126545681,0.02268950259106894,0.1267885532591415,0.06294930984307939,0.452204595218972
frozenset({'Occupation_Exec-managerial'}),frozenset({'Race_White'}),0.12498045551675614,0.8543284515557409,0.11252410486266744,0.9003336113427857,1.0538494998068588,1.0,0.00574974582630601,1.4615915195369598,0.058396299370126754,0.12981781011364318,0.31581431156852535,0.5160221009373762
frozenset({'Occupation_Exec-managerial'}),frozenset({'Sex_Male'}),0.12498045551675614,0.6731641215406264,0.08865377599416271,0.7093411175979983,1.0537417175095072,1.0,0.004521417446478229,1.1244654756751475,0.05828537756850611,0.1249540880041137,0.11068857014077414,0.42051911872467274
frozenset({'Occupation_Exec-managerial'}),frozenset({'Native-country_Un***********'}),0.12498045551675614,0.8909678428102361,0.11455673112002919,0.9165971643035863,1.0287657087740807,1.0,0.0032031642748242967,1.3072955647052684,0.03195514893385008,0.12708875397513733,0.23506204182261467,0.5225863856030947
frozenset({'Occupation_Machine-op-inspct'}),frozenset({'Native-country_Un***********'}),0.0623859905144108,0.8909678428102361,0.05217074060561839,0.8362573099415205,0.9385942676717142,1.0,-0.003413170784586056,0.6658749599803437,-0.06522499031639416,0.057891388583656236,-0.5017834580076707,0.4474062215106842
frozenset({'Occupation_Machine-op-inspct'}),frozenset({'Income_<=50K'}),0.0623859905144108,0.7574399332881638,0.05425548548496378,0.8696741854636592,1.1481757790195575,1.0,0.007001844991612438,1.8611820503465892,0.13764002736070152,0.0708693580230104,0.46270704694697645,0.47065213436122477
frozenset({'Occupation_Other-service'}),frozenset({'Race_White'}),0.09834783968311878,0.8543284515557409,0.07458174805858134,0.7583465818759937,0.8876522612527263,1.0,-0.00943960953174977,0.6028118682331514,-0.12309365239925861,0.08493589743589744,-0.6588923554723828,0.42282263208001736
frozenset({'Occupation_Other-service'}),frozenset({'Native-country_Un***********'}),0.09834783968311878,0.8909678428102361,0.08156564340438839,0.8293587705352412,0.9308515197578048,1.0,-0.006059119163126875,0.6389555298667222,-0.07611675915906806,0.08985473962220819,-0.5650541442353381,0.4604530032845846
frozenset({'Occupation_Other-service'}),frozenset({'Income_<=50K'}),0.09834783968311878,0.7574399332881638,0.09412623130244437,0.9570747217806042,1.2635651748988133,1.0,0.019633650173827843,5.650751183768334,0.23134032992145645,0.12358012864376626,0.8230323779124306,0.5406718135153623
frozenset({'Occupation_Prof-specialty'}),frozenset({'Race_White'}),0.12696096315213426,0.8543284515557409,0.11200291864283109,0.882183908045977,1.032605090512333,1.0,0.003536555585042747,1.2364316794781018,0.03616741632615834,0.12884465495533307,0.19122098163798237,0.5066422224466098
frozenset({'Occupation_Prof-specialty'}),frozenset({'Sex_Male'}),0.12696096315213426,0.6731641215406264,0.08094021994058477,0.6375205254515599,0.9470506597893373,1.0,-0.004525345289673535,0.9016672705855424,-0.060186014094950266,0.11254438727444019,-0.1090565584692903,0.3788794946861392
frozenset({'Occupation_Prof-specialty'}),frozenset({'Native-country_Un***********'}),0.12696096315213426,0.8909678428102361,0.11252410486266744,0.8862889983579639,0.9947485821289415,1.0,-0.0005940305980994959,0.9588531946363356,-0.006010510746233683,0.12428045130094405,-0.04291251840618849,0.5062916182196371
frozenset({'Occupation_Sales'}),frozenset({'Race_White'}),0.11137749517902747,0.8543284515557409,0.09975504247667692,0.8956481048198409,1.0483650675438194,1.0,0.004602079482221397,1.395964569620546,0.05191608674468428,0.11519711104423713,0.2836494408509078,0.5062061900380317
frozenset({'Occupation_Sales'}),frozenset({'Sex_Male'}),0.11137749517902747,0.6731641215406264,0.07442539219263043,0.6682264857276556,0.9926650341945285,1.0,-0.0005499415089549459,0.9851174503070259,-0.008246728616249152,0.10480733944954129,-0.015107386117600173,0.38939351539402295
frozenset({'Occupation_Sales'}),frozenset({'Native-country_Un***********'}),0.11137749517902747,0.8909678428102361,0.10256944806379319,0.9209171736078614,1.0336143790590253,1.0,0.0033356814465276136,1.3787084018610958,0.03659731659633304,0.11399443929564411,0.27468346558988366,0.5180192770642408
frozenset({'Occupation_Sales'}),frozenset({'Income_<=50K'}),0.11137749517902747,0.7574399332881638,0.0808359826966175,0.7257838090781469,0.9582064229534442,1.0,-0.003525779821587846,0.8845577859440167,-0.046786785951131823,0.10258614987763741,-0.13050839175281376,0.41625322016557864
frozenset({'Relationship_Husband'}),frozenset({'Race_White'}),0.4065252514723511,0.8543284515557409,0.3663417939229687,0.9011538461538461,1.0548095928595562,1.0,0.019035705314286777,1.4737199453504803,0.08755486044635871,0.40954378605138964,0.3214450254575472,0.6649802905732627
frozenset({'Sex_Male'}),frozenset({'Relationship_Husband'}),0.6731641215406264,0.4065252514723511,0.40647313285036746,0.6038247135336018,1.4853313818678484,1.0,0.13281491905889997,1.4980105241319357,0.999735909781907,0.603777967020206,0.3324479475339613,0.8018482542026983
frozenset({'Relationship_Husband'}),frozenset({'Sex_Male'}),0.4065252514723511,0.6731641215406264,0.40647313285036746,0.9998717948717949,1.4853313818678484,1.0,0.13281491905889997,2549.3198519835646,0.5505702898254448,0.603777967020206,0.9996077385114222,0.8018482542026983
frozenset({'Relationship_Husband'}),frozenset({'Native-country_Un***********'}),0.4065252514723511,0.8909678428102361,0.3629019648720488,0.8926923076923077,1.001935496208968,1.0,0.0007010385198393809,1.0160702820551473,0.0032549949342066827,0.38830024537140306,0.015816112663626716,0.6500021936238667
frozenset({'Income_>50K'}),frozenset({'Relationship_Husband'}),0.24256006671183614,0.4065252514723511,0.1834054307604107,0.7561237645036527,1.8599675217348184,1.0,0.08479863864323124,2.4335079115838565,0.6104196293950522,0.3938444320089535,0.5890705778108004,0.6036388053287494
frozenset({'Relationship_Not-in-family'}),frozenset({'Race_White'}),0.255277010475843,0.8543284515557409,0.21967999166102048,0.8605553287055941,1.0072886220030646,1.0,0.0015895785834148801,1.0446548232503385,0.009716206553631477,0.24685212298682285,0.04274600782620198,0.5588464784084339
frozenset({'Relationship_Not-in-family'}),frozenset({'Native-country_Un***********'}),0.255277010475843,0.8909678428102361,0.22979100432584562,0.9001633319722336,1.0103207868120063,1.0,0.0023473969831377395,1.0921053290704783,0.013716987982308249,0.2507393084622384,0.08433740466120773,0.579037501025602
frozenset({'Relationship_Not-in-family'}),frozenset({'Income_<=50K'}),0.255277010475843,0.7574399332881638,0.2298952415698129,0.9005716619028176,1.188967761434622,1.0,0.03653823978498846,2.439546625779414,0.21341398664886094,0.2936750998668442,0.5900877690007221,0.6020438987970016
